TICKER,POSITION_SIZE,STRIKE_PRICE,EXPIRY_DAYS,OPTION_TYPE
AAPL,4349,711,67,Call
RELIANCE,4441,0,0,Stock
RELIANCE,402,489,17,Call
TCS,-3737,926,80,Call
TCS,2117,1142,73,Call
RELIANCE,-3870,0,0,Stock
HDFCBANK,-3696,764,28,Put
TSLA,1752,1006,81,Put
AAPL,4070,476,55,Call
HDFCBANK,-4313,1452,74,Call
AAPL,2859,1366,28,Put
TSLA,4358,1197,25,Put
TSLA,4769,732,45,Call
AAPL,2331,877,41,Call
TCS,-4918,1279,25,Call
RELIANCE,-1503,605,7,Call
RELIANCE,-2382,0,0,Stock
TCS,196,602,26,Put
TCS,-4612,698,17,Put
TCS,3938,0,0,Stock
TCS,829,0,0,Stock
TSLA,-321,253,46,Put
TCS,918,972,16,Call
AAPL,-3619,993,22,Put
HDFCBANK,1886,958,87,Call
AAPL,-2295,0,0,Stock
RELIANCE,-1140,292,43,Call
TCS,-1582,814,25,Call
TSLA,3110,1368,37,Call
TCS,-2760,1068,55,Call
AAPL,-4817,1425,68,Call
HDFCBANK,-1869,799,84,Call
AAPL,2144,846,87,Call
RELIANCE,2055,786,18,Put
TCS,-3918,462,75,Call
AAPL,-3141,1208,55,Put
TCS,-4869,821,77,Put
TCS,-216,910,88,Put
RELIANCE,3178,1257,33,Call
TCS,-1171,1012,49,Call
AAPL,3588,1124,69,Call
HDFCBANK,2886,423,31,Call
RELIANCE,2548,1415,63,Put
HDFCBANK,943,1105,29,Put
RELIANCE,-4577,741,80,Call
RELIANCE,-2249,914,59,Put
TCS,1424,892,81,Call
AAPL,-1944,1486,18,Call
HDFCBANK,-4760,962,21,Put
AAPL,-4972,1141,88,Put
RELIANCE,-4165,631,72,Put
HDFCBANK,-3061,532,48,Put
AAPL,3181,1189,8,Call
TSLA,2468,335,80,Call
HDFCBANK,2720,0,0,Stock
TCS,1476,0,0,Stock
TCS,-2432,934,48,Call
TCS,2172,0,0,Stock
HDFCBANK,-2273,1194,64,Call
AAPL,-2049,1087,40,Call
HDFCBANK,-3281,865,54,Put
TSLA,-2032,1086,54,Call
AAPL,-1755,848,63,Call
RELIANCE,3814,1210,32,Put
TSLA,1793,952,9,Put
HDFCBANK,3000,1363,23,Put
TSLA,-4296,1281,23,Put
RELIANCE,-2460,915,81,Put
TSLA,-1730,538,79,Put
TCS,2672,879,57,Call
HDFCBANK,-2093,1472,89,Call
RELIANCE,1196,1272,31,Call
HDFCBANK,4622,0,0,Stock
RELIANCE,-3245,0,0,Stock
AAPL,-2445,851,63,Call
AAPL,-4148,0,0,Stock
TCS,4963,0,0,Stock
AAPL,-3482,750,81,Call
TSLA,-4718,467,79,Put
TSLA,-2233,339,41,Put
AAPL,-2537,1354,60,Call
TSLA,4497,0,0,Stock
HDFCBANK,2692,0,0,Stock
TCS,3416,1365,87,Put
TSLA,-3613,331,53,Call
HDFCBANK,-4608,0,0,Stock
TSLA,-2866,490,44,Put
HDFCBANK,1672,1458,62,Put
HDFCBANK,3662,0,0,Stock
HDFCBANK,1669,0,0,Stock
TSLA,104,413,19,Call
TSLA,1677,883,47,Put
AAPL,3220,1263,29,Put
TSLA,3320,0,0,Stock
TCS,2071,921,52,Call
AAPL,-4159,801,52,Call
RELIANCE,4518,0,0,Stock
AAPL,-1502,1400,78,Put
AAPL,-4317,471,43,Call
RELIANCE,1884,1095,75,Put
TCS,3426,0,0,Stock
AAPL,1859,1168,19,Put
HDFCBANK,4246,0,0,Stock
AAPL,-4065,840,84,Call
AAPL,2017,1096,32,Put
AAPL,101,1485,36,Call
RELIANCE,3694,416,89,Call
TSLA,-104,642,13,Put
TSLA,-4603,0,0,Stock
RELIANCE,3710,1172,34,Put
HDFCBANK,-211,365,66,Put
HDFCBANK,736,408,76,Call
TSLA,1260,0,0,Stock
HDFCBANK,-3886,820,14,Call
RELIANCE,4873,1240,67,Call
HDFCBANK,-1040,0,0,Stock
TSLA,-2485,699,16,Put
RELIANCE,-4328,928,19,Call
TCS,835,1148,86,Put
TCS,242,242,64,Put
TSLA,-4163,850,12,Put
RELIANCE,-2210,0,0,Stock
RELIANCE,1000,0,0,Stock
TSLA,4760,476,64,Put
HDFCBANK,-3339,538,17,Put
AAPL,2280,394,27,Put
RELIANCE,349,1153,47,Call
RELIANCE,-1012,409,38,Call
TCS,-2844,0,0,Stock
AAPL,1675,1005,38,Put
RELIANCE,-2505,1458,75,Put
TSLA,3070,1063,59,Call
RELIANCE,-4060,380,36,Call
TSLA,-2827,1490,89,Call
HDFCBANK,-4262,680,44,Call
AAPL,4766,296,7,Put
TSLA,-2760,605,85,Put
TCS,4485,1022,17,Call
TSLA,1810,283,45,Put
HDFCBANK,-2833,800,69,Call
TCS,-3915,442,9,Call
TCS,3456,1289,50,Put
RELIANCE,-1660,1136,65,Call
TSLA,-3346,765,21,Call
TSLA,3003,551,42,Call
TCS,-2695,1225,75,Put
TCS,-522,976,86,Put
RELIANCE,4386,736,29,Put
TCS,1439,794,80,Put
RELIANCE,4454,0,0,Stock
HDFCBANK,-2226,1458,34,Put
TSLA,1347,804,32,Call
TCS,-1656,320,28,Call
RELIANCE,-1311,510,88,Put
HDFCBANK,-2845,0,0,Stock
AAPL,-856,826,51,Call
TCS,-2696,1050,47,Call
AAPL,-3219,0,0,Stock
RELIANCE,-2115,1246,13,Call
AAPL,3286,902,53,Put
AAPL,785,967,68,Call
TSLA,-848,1019,25,Call
HDFCBANK,-3194,0,0,Stock
HDFCBANK,712,1481,81,Call
HDFCBANK,-3423,1241,7,Put
TSLA,1536,487,87,Call
RELIANCE,-4397,0,0,Stock
HDFCBANK,4706,1469,68,Call
RELIANCE,-3939,0,0,Stock
TCS,-4516,1379,73,Call
TSLA,794,338,30,Call
AAPL,-2451,0,0,Stock
AAPL,-1595,465,47,Put
HDFCBANK,2931,1184,30,Put
HDFCBANK,3253,0,0,Stock
HDFCBANK,2726,0,0,Stock
HDFCBANK,-244,528,10,Put
TSLA,-467,946,17,Put
RELIANCE,-3254,1237,52,Put
TSLA,2441,395,20,Call
TCS,2433,897,58,Call
TSLA,-503,0,0,Stock
RELIANCE,-4603,1011,59,Call
AAPL,1872,1386,80,Put
TSLA,4355,743,29,Call
TCS,3022,222,44,Call
TSLA,-569,328,46,Call
RELIANCE,-4825,413,55,Call
TCS,2212,435,37,Put
HDFCBANK,3385,647,32,Call
TCS,2451,1369,13,Call
TSLA,-4362,0,0,Stock
HDFCBANK,1123,1259,69,Call
HDFCBANK,1015,849,24,Call
RELIANCE,-1995,1425,26,Put
AAPL,-2525,727,61,Put
TSLA,2727,763,18,Call
TSLA,4658,1023,35,Call
AAPL,489,0,0,Stock
RELIANCE,3389,1238,43,Put
AAPL,-4810,1299,78,Put
HDFCBANK,4481,1417,66,Call
RELIANCE,-305,942,72,Call
HDFCBANK,1899,1017,83,Put
RELIANCE,-1005,409,51,Put
RELIANCE,4772,1030,85,Put
TCS,-2040,1459,67,Put
HDFCBANK,4004,893,30,Put
TCS,-172,1249,22,Put
AAPL,4030,556,89,Put
AAPL,-2313,1084,33,Put
RELIANCE,2256,989,50,Call
RELIANCE,-4859,1186,26,Call
HDFCBANK,1381,0,0,Stock
AAPL,731,414,85,Put
RELIANCE,-2335,0,0,Stock
HDFCBANK,1525,1322,59,Call
TCS,-362,1296,18,Put
HDFCBANK,419,770,10,Call
TSLA,-4031,412,53,Put
HDFCBANK,281,0,0,Stock
TSLA,-2640,0,0,Stock
AAPL,-4768,603,62,Put
TSLA,4908,729,9,Call
RELIANCE,1847,1015,64,Call
AAPL,2219,1348,32,Put
HDFCBANK,1087,433,14,Call
TSLA,4036,211,23,Put
AAPL,-3675,687,34,Call
AAPL,4815,1481,42,Put
HDFCBANK,-3784,0,0,Stock
TSLA,-1100,606,70,Call
RELIANCE,4347,1380,67,Put
TSLA,-2055,1221,23,Put
HDFCBANK,1722,0,0,Stock
HDFCBANK,4625,1124,21,Call
TSLA,3746,337,78,Call
AAPL,3566,1429,38,Call
TSLA,4985,1484,44,Put
HDFCBANK,3792,1126,56,Put
RELIANCE,1594,262,80,Call
AAPL,-971,0,0,Stock
RELIANCE,-3177,1356,89,Call
AAPL,1815,674,7,Call
TCS,-3668,0,0,Stock
HDFCBANK,-4624,276,45,Call
TCS,-2020,1059,15,Call
TSLA,1458,1492,42,Call
AAPL,-4853,400,62,Call
HDFCBANK,-4895,1127,67,Call
TCS,805,1063,18,Call
TSLA,-3757,946,17,Call
HDFCBANK,1903,0,0,Stock
HDFCBANK,-3335,703,72,Call
AAPL,-3338,648,87,Call
RELIANCE,-4612,0,0,Stock
AAPL,-267,1012,12,Put
HDFCBANK,4140,1472,66,Put
AAPL,2144,531,73,Put
TSLA,-1770,862,11,Put
HDFCBANK,1412,1025,63,Put
TCS,1878,837,59,Put
HDFCBANK,1762,0,0,Stock
HDFCBANK,2415,842,35,Put
TCS,823,528,58,Put
AAPL,-739,0,0,Stock
TCS,-4337,1051,61,Call
TSLA,-231,908,60,Call
TCS,-255,558,55,Call
HDFCBANK,-1038,1142,51,Put
HDFCBANK,-827,1361,84,Put
TCS,673,1426,86,Put
TCS,393,362,13,Call
TSLA,4005,318,18,Call
TSLA,3420,1312,29,Put
AAPL,-4324,1334,11,Put
RELIANCE,4001,0,0,Stock
AAPL,302,1448,15,Call
AAPL,4717,0,0,Stock
TCS,1471,0,0,Stock
AAPL,4379,713,32,Put
HDFCBANK,2185,0,0,Stock
TCS,1305,0,0,Stock
TSLA,-3439,963,86,Call
TCS,1331,1353,28,Call
HDFCBANK,2390,447,22,Call
RELIANCE,-4074,1088,34,Call
TSLA,4178,0,0,Stock
TCS,-2100,1121,16,Put
RELIANCE,3297,1086,72,Put
RELIANCE,-1788,0,0,Stock
TSLA,2747,981,11,Put
HDFCBANK,4188,1418,53,Call
RELIANCE,461,1180,57,Call
TCS,-1829,386,54,Call
TCS,757,611,33,Call
HDFCBANK,1653,827,48,Call
HDFCBANK,-3873,1101,17,Put
TSLA,-2285,819,41,Put
TCS,197,1415,27,Call
AAPL,1396,0,0,Stock
AAPL,1534,0,0,Stock
RELIANCE,-3054,0,0,Stock
RELIANCE,-839,1382,54,Call
TSLA,-4559,453,51,Put
TSLA,-2111,248,39,Call
RELIANCE,-4088,1269,63,Put
TCS,-2985,446,51,Call
TSLA,-655,657,49,Call
TSLA,384,0,0,Stock
TCS,-380,1007,60,Call
TSLA,-4558,954,30,Put
AAPL,-3184,1422,24,Call
AAPL,-2467,0,0,Stock
TSLA,2536,1292,62,Put
AAPL,2340,480,35,Call
TCS,1339,1372,11,Put
AAPL,1414,0,0,Stock
AAPL,2026,1187,78,Call
HDFCBANK,-1574,1375,37,Call
RELIANCE,2152,269,88,Call
TSLA,-932,0,0,Stock
RELIANCE,-4083,0,0,Stock
TCS,-974,1284,8,Call
AAPL,-3434,0,0,Stock
RELIANCE,666,1314,30,Call
TCS,4485,245,29,Call
RELIANCE,-4981,667,24,Call
AAPL,-1921,1049,12,Call
RELIANCE,4983,238,60,Put
TSLA,3604,1360,64,Call
TCS,-2956,1265,26,Call
HDFCBANK,4730,550,87,Call
HDFCBANK,3501,0,0,Stock
TCS,-3618,1081,87,Call
HDFCBANK,-2919,468,36,Put
TCS,1478,351,50,Put
AAPL,-2509,547,36,Put
TCS,-4174,0,0,Stock
AAPL,-4940,1141,79,Call
HDFCBANK,1480,0,0,Stock
TCS,-3364,407,23,Put
RELIANCE,-248,905,31,Call
HDFCBANK,4178,1155,75,Put
AAPL,-1153,0,0,Stock
TCS,2891,1377,64,Call
AAPL,-3931,639,48,Call
HDFCBANK,-4072,1222,22,Call
HDFCBANK,4331,0,0,Stock
TCS,634,1192,41,Put
AAPL,-2323,782,63,Call
HDFCBANK,3559,988,9,Put
TCS,689,546,80,Call
TSLA,-2000,1072,12,Call
HDFCBANK,-3102,0,0,Stock
HDFCBANK,-2255,0,0,Stock
TCS,1862,883,54,Put
RELIANCE,-3762,0,0,Stock
HDFCBANK,4479,1027,89,Put
AAPL,4238,1277,14,Put
AAPL,1155,1048,49,Call
HDFCBANK,-4192,1271,73,Call
RELIANCE,1565,468,30,Call
RELIANCE,-3545,461,62,Call
HDFCBANK,-1836,1468,57,Call
TSLA,-2070,0,0,Stock
TCS,3868,1003,70,Call
HDFCBANK,-2090,478,35,Call
TSLA,-1719,389,84,Call
TSLA,-1062,516,66,Put
TCS,4299,1271,24,Call
HDFCBANK,2698,622,51,Call
TCS,4094,952,25,Put
RELIANCE,-2318,610,62,Put
HDFCBANK,4234,1027,22,Put
AAPL,-1762,1482,86,Put
RELIANCE,1567,1441,36,Put
TSLA,4384,1470,26,Call
HDFCBANK,4518,437,80,Put
AAPL,-4833,661,74,Call
TCS,-4390,1391,30,Call
RELIANCE,-1966,1288,17,Put
HDFCBANK,-1671,0,0,Stock
HDFCBANK,-1530,0,0,Stock
RELIANCE,566,227,23,Put
TCS,-1835,579,12,Put
TCS,2202,0,0,Stock
RELIANCE,1737,432,36,Put
AAPL,4075,745,67,Put
RELIANCE,-3902,858,89,Call
AAPL,-663,763,74,Call
TSLA,2991,1077,31,Call
AAPL,-3702,555,26,Put
HDFCBANK,-4979,1390,81,Put
TSLA,981,0,0,Stock
AAPL,4444,1099,83,Call
AAPL,-333,448,9,Call
HDFCBANK,-4459,496,49,Call
AAPL,4797,0,0,Stock
HDFCBANK,-4268,726,83,Call
TCS,-4945,878,52,Call
TCS,2627,0,0,Stock
TCS,-4665,565,71,Call
RELIANCE,-913,1487,66,Call
AAPL,4560,0,0,Stock
TSLA,-2002,1141,86,Call
TCS,1316,759,31,Put
TSLA,4987,1445,12,Call
TSLA,-1290,1222,20,Call
RELIANCE,2412,0,0,Stock
RELIANCE,774,417,37,Put
TSLA,-435,418,65,Put
AAPL,360,435,77,Call
HDFCBANK,-3472,0,0,Stock
AAPL,1423,743,14,Call
TSLA,3821,530,57,Call
TSLA,2110,316,77,Put
TSLA,1901,739,79,Put
TCS,-4478,1379,68,Call
TCS,-748,200,78,Call
RELIANCE,-4754,0,0,Stock
AAPL,-3123,749,43,Call
TSLA,-3572,970,76,Call
TSLA,4137,0,0,Stock
TCS,2408,489,23,Put
RELIANCE,-454,0,0,Stock
HDFCBANK,-1025,0,0,Stock
TCS,3810,0,0,Stock
RELIANCE,1413,287,83,Call
RELIANCE,4853,1452,51,Put
HDFCBANK,328,0,0,Stock
TCS,2231,1371,88,Call
TCS,2429,821,45,Call
TCS,503,0,0,Stock
TSLA,-1656,592,81,Call
TSLA,3424,878,88,Put
HDFCBANK,-2655,1169,32,Put
HDFCBANK,-3703,901,81,Call
TCS,3158,706,8,Put
AAPL,2786,1133,12,Put
TCS,-1190,1228,23,Put
TCS,3005,679,40,Call
HDFCBANK,2688,0,0,Stock
AAPL,-4302,0,0,Stock
TSLA,3479,1364,41,Put
TCS,-3553,1077,61,Put
TCS,-1252,0,0,Stock
TSLA,733,1200,14,Call
TCS,-1863,0,0,Stock
RELIANCE,-4535,365,13,Put
RELIANCE,-4227,1356,70,Call
TSLA,-4412,0,0,Stock
TSLA,1167,478,47,Call
TSLA,3465,0,0,Stock
TSLA,-2263,1250,20,Put
TSLA,829,565,35,Put
RELIANCE,2311,1456,19,Call
TSLA,-285,1033,66,Call
TSLA,3977,1398,66,Call
TSLA,1491,947,61,Call
RELIANCE,-3061,655,78,Put
AAPL,-3866,1244,65,Call
TCS,-1752,1287,7,Call
TSLA,2345,701,78,Call
RELIANCE,1848,0,0,Stock
AAPL,2154,0,0,Stock
AAPL,209,486,74,Put
TSLA,1829,558,86,Call
TCS,-494,257,64,Put
TCS,-1478,510,46,Put
RELIANCE,-4557,275,86,Call
TSLA,-1322,858,81,Put
TSLA,1260,1309,56,Call
AAPL,-3463,1140,68,Call
RELIANCE,4030,1364,77,Call
HDFCBANK,4011,1238,46,Put
RELIANCE,-4950,813,30,Put
AAPL,-2481,609,28,Put
TCS,-4311,817,51,Call
HDFCBANK,1146,1015,22,Put
TSLA,-938,1487,55,Call
RELIANCE,1961,786,72,Put
TSLA,-3853,1049,52,Call
TSLA,-4738,310,59,Call
AAPL,1896,768,28,Call
AAPL,3503,489,63,Call
AAPL,1355,284,69,Put
RELIANCE,559,502,75,Call
AAPL,3043,350,8,Put
HDFCBANK,2441,452,89,Call
RELIANCE,1835,568,29,Call
TCS,2054,219,45,Put
AAPL,-3737,1327,44,Put
AAPL,3751,976,40,Call
TCS,3744,1487,86,Call
TSLA,2836,1025,58,Call
RELIANCE,3010,1173,13,Put
RELIANCE,-902,993,81,Call
TCS,1630,439,24,Put
RELIANCE,4854,1464,23,Call
TCS,-3029,618,8,Put
HDFCBANK,-3172,0,0,Stock
HDFCBANK,-3878,0,0,Stock
TSLA,1193,695,82,Call
RELIANCE,-1142,0,0,Stock
AAPL,205,302,16,Put
RELIANCE,-4932,310,34,Put
HDFCBANK,426,709,87,Call
AAPL,2880,801,55,Put
AAPL,3400,482,29,Put
TCS,-2800,274,71,Call
HDFCBANK,1982,1024,76,Call
AAPL,4944,426,61,Put
TCS,-4646,1298,9,Call
HDFCBANK,-1385,308,19,Call
AAPL,4621,1010,22,Put
TCS,1033,1209,82,Call
HDFCBANK,3301,642,22,Call
RELIANCE,-3740,1322,42,Put
HDFCBANK,-3864,541,68,Call
TSLA,3313,505,10,Call
HDFCBANK,3351,715,35,Put
TCS,2290,1101,23,Put
TCS,2600,0,0,Stock
TSLA,4647,0,0,Stock
TCS,3107,565,69,Put
TSLA,-2696,0,0,Stock
AAPL,-749,620,25,Put
RELIANCE,3668,416,54,Call
RELIANCE,2679,0,0,Stock
AAPL,734,621,73,Call
TCS,2147,672,18,Put
HDFCBANK,-3471,0,0,Stock
TCS,-1588,392,76,Put
TSLA,518,304,48,Put
AAPL,-2288,735,71,Put
HDFCBANK,-1671,1112,12,Call
RELIANCE,-3982,795,47,Put
AAPL,4913,520,76,Put
HDFCBANK,-2631,1047,77,Call
RELIANCE,4313,0,0,Stock
RELIANCE,-2981,262,56,Put
TSLA,940,0,0,Stock
TSLA,-1239,0,0,Stock
TSLA,1464,899,13,Call
TSLA,-3633,800,32,Put
TCS,-3083,961,11,Put
AAPL,2523,833,31,Put
RELIANCE,2758,340,28,Call
HDFCBANK,2460,642,59,Call
AAPL,4431,646,68,Call
AAPL,3739,697,51,Put
AAPL,2544,1293,9,Put
HDFCBANK,-4731,232,55,Put
TSLA,3968,656,62,Call
TSLA,-3082,1400,15,Put
TCS,3542,1468,70,Put
TCS,-4058,0,0,Stock
HDFCBANK,-3295,492,12,Call
RELIANCE,3933,0,0,Stock
HDFCBANK,-3540,974,44,Put
TSLA,-2602,1475,38,Call
RELIANCE,-531,0,0,Stock
HDFCBANK,1914,346,68,Call
RELIANCE,105,914,82,Call
TSLA,-4283,223,65,Put
TSLA,455,1454,59,Put
TSLA,-3699,0,0,Stock
AAPL,3313,781,70,Call
TCS,-116,0,0,Stock
HDFCBANK,4777,0,0,Stock
HDFCBANK,4892,0,0,Stock
HDFCBANK,734,1004,73,Put
TSLA,447,359,60,Call
AAPL,-1682,1053,62,Call
AAPL,2576,1271,22,Call
RELIANCE,-1388,1244,19,Put
HDFCBANK,4957,850,48,Call
RELIANCE,-2846,1392,78,Put
AAPL,3400,0,0,Stock
AAPL,-4651,0,0,Stock
HDFCBANK,-4513,1295,16,Put
HDFCBANK,1748,638,87,Put
TCS,-2265,1421,53,Call
RELIANCE,1698,1038,23,Call
HDFCBANK,-1340,532,88,Call
AAPL,-3964,517,85,Put
TCS,-4214,301,58,Call
RELIANCE,1030,396,51,Call
RELIANCE,3333,894,8,Call
TCS,2570,952,56,Call
HDFCBANK,-2007,976,85,Call
TCS,1668,952,23,Put
HDFCBANK,588,0,0,Stock
HDFCBANK,169,530,23,Put
AAPL,3190,0,0,Stock
HDFCBANK,3564,700,14,Put
HDFCBANK,199,804,76,Call
HDFCBANK,4883,0,0,Stock
AAPL,3713,0,0,Stock
TCS,-2776,1098,45,Call
AAPL,4688,0,0,Stock
TCS,199,871,67,Call
AAPL,248,500,36,Call
RELIANCE,2299,515,33,Put
HDFCBANK,3097,1250,87,Call
TSLA,-862,439,26,Put
TCS,-3267,435,75,Put
HDFCBANK,4201,987,83,Put
HDFCBANK,-1768,1137,16,Put
TCS,3356,592,60,Put
HDFCBANK,4367,204,38,Call
TCS,1275,270,76,Call
TCS,-3478,350,16,Call
RELIANCE,-3273,0,0,Stock
RELIANCE,3174,738,63,Call
RELIANCE,1008,921,25,Put
RELIANCE,-4851,1470,53,Put
RELIANCE,2248,898,48,Put
AAPL,-4408,0,0,Stock
TSLA,-4542,453,34,Call
HDFCBANK,-4336,244,20,Put
AAPL,-3964,875,13,Put
TSLA,1587,1301,73,Put
AAPL,-4837,0,0,Stock
RELIANCE,-3620,0,0,Stock
TCS,585,253,47,Call
TCS,-4533,1046,30,Call
TCS,-4877,615,59,Call
TCS,2092,613,81,Call
HDFCBANK,-1196,0,0,Stock
AAPL,-1393,0,0,Stock
RELIANCE,705,0,0,Stock
HDFCBANK,-2779,434,35,Put
AAPL,-543,943,21,Call
HDFCBANK,4141,834,42,Call
HDFCBANK,1172,0,0,Stock
AAPL,-4647,1478,75,Call
RELIANCE,-1089,0,0,Stock
AAPL,-1756,258,10,Call
TCS,4971,0,0,Stock
TCS,4437,805,65,Put
TSLA,-1200,852,33,Call
RELIANCE,2535,1052,7,Put
TCS,3293,1433,51,Put
TCS,2087,1439,61,Call
RELIANCE,-267,1132,44,Call
AAPL,-2409,1174,78,Put
TSLA,-3294,1028,46,Put
HDFCBANK,-2918,0,0,Stock
AAPL,3980,289,58,Call
RELIANCE,305,0,0,Stock
RELIANCE,-3095,997,60,Call
RELIANCE,3960,1421,72,Put
RELIANCE,-338,590,37,Call
AAPL,3810,1351,78,Put
HDFCBANK,2031,0,0,Stock
AAPL,-1590,0,0,Stock
TCS,-2918,1258,37,Call
TSLA,-2122,557,64,Put
TSLA,4495,0,0,Stock
TSLA,1794,924,8,Call
RELIANCE,2963,1105,85,Call
RELIANCE,683,386,62,Call
AAPL,389,1329,54,Put
TSLA,2080,0,0,Stock
RELIANCE,3676,1238,65,Put
HDFCBANK,4304,1055,55,Put
RELIANCE,-3203,0,0,Stock
TCS,-4677,0,0,Stock
TSLA,2639,632,64,Put
AAPL,-4308,230,11,Call
AAPL,-1497,371,40,Put
AAPL,-3289,266,41,Call
TCS,3888,249,68,Put
HDFCBANK,2631,1402,84,Call
TCS,1216,545,57,Put
TCS,2077,742,86,Call
RELIANCE,1589,357,70,Call
TSLA,-3411,359,64,Put
AAPL,3449,312,21,Put
TCS,1349,904,76,Call
TSLA,3615,1359,82,Put
HDFCBANK,4224,967,82,Put
RELIANCE,349,349,66,Put
AAPL,-1802,1470,76,Put
HDFCBANK,1677,314,36,Call
TSLA,-4301,959,84,Put
TCS,1969,405,52,Call
RELIANCE,-1430,1172,87,Put
RELIANCE,-950,811,80,Call
TSLA,1413,639,47,Put
TSLA,2454,377,61,Put
AAPL,2974,501,41,Put
AAPL,3145,1249,54,Call
HDFCBANK,-792,1432,75,Call
RELIANCE,4143,1116,68,Call
RELIANCE,-4568,1337,38,Call
TCS,-1110,827,89,Put
TCS,-1379,1178,74,Put
AAPL,-3819,611,60,Put
RELIANCE,3656,0,0,Stock
TCS,4374,787,65,Call
HDFCBANK,3748,244,37,Put
RELIANCE,3401,401,65,Call
HDFCBANK,-4124,0,0,Stock
AAPL,-1795,475,43,Put
AAPL,-2869,624,38,Put
TSLA,-4163,621,83,Call
HDFCBANK,-3052,607,50,Put
RELIANCE,-1906,1184,77,Put
AAPL,1886,556,72,Put
TCS,-4655,1008,17,Put
TSLA,1973,207,60,Put
TCS,4709,201,38,Call
HDFCBANK,4981,1027,16,Call
TCS,3257,1040,72,Put
RELIANCE,-4414,1182,48,Put
HDFCBANK,3029,0,0,Stock
TSLA,-3045,921,32,Put
RELIANCE,4815,1292,47,Call
HDFCBANK,477,0,0,Stock
RELIANCE,3865,650,28,Put
HDFCBANK,475,556,8,Put
TSLA,-456,1417,41,Call
TCS,-2128,0,0,Stock
RELIANCE,-1396,878,88,Call
HDFCBANK,3018,251,43,Call
TSLA,2947,762,53,Put
RELIANCE,-3656,0,0,Stock
AAPL,-297,399,21,Call
TCS,103,539,79,Put
RELIANCE,-2892,0,0,Stock
TSLA,1515,261,8,Put
RELIANCE,3856,1130,30,Put
HDFCBANK,405,270,14,Put
AAPL,-4413,0,0,Stock
HDFCBANK,-1775,0,0,Stock
RELIANCE,2908,1089,87,Call
RELIANCE,3855,714,49,Call
TSLA,761,1311,70,Put
TCS,-1770,832,62,Call
TCS,-3106,535,84,Call
HDFCBANK,3779,1268,73,Call
AAPL,1895,451,25,Put
RELIANCE,-2753,895,65,Put
TSLA,-2677,1298,32,Put
TSLA,-921,697,67,Put
HDFCBANK,4230,1275,79,Call
TSLA,4584,1420,79,Put
AAPL,-4884,1227,18,Put
TSLA,3017,515,49,Call
AAPL,4893,922,11,Put
TCS,1359,312,37,Put
HDFCBANK,-1452,695,7,Put
HDFCBANK,-2201,1182,61,Put
RELIANCE,3012,763,16,Call
TSLA,-911,0,0,Stock
TSLA,738,300,46,Call
AAPL,-838,0,0,Stock
HDFCBANK,-220,1247,19,Call
TSLA,-1778,427,71,Call
RELIANCE,3409,715,22,Call
AAPL,4365,995,21,Put
TSLA,3407,921,31,Call
TCS,2261,216,63,Put
RELIANCE,-4955,940,16,Put
RELIANCE,-3826,1364,19,Call
HDFCBANK,2420,438,24,Call
AAPL,4651,1322,64,Call
AAPL,3723,544,28,Put
TCS,4596,0,0,Stock
HDFCBANK,416,484,31,Call
TSLA,-147,483,31,Call
TSLA,-4491,0,0,Stock
TSLA,3111,710,73,Put
TSLA,-3768,0,0,Stock
TSLA,-1654,1045,24,Call
RELIANCE,1666,1385,21,Call
TCS,-1685,1073,83,Call
TCS,-3177,1268,20,Put
TSLA,4774,584,79,Call
RELIANCE,879,0,0,Stock
TSLA,3867,1475,67,Call
TSLA,4178,962,47,Call
TCS,1748,0,0,Stock
TSLA,421,0,0,Stock
AAPL,1564,1365,53,Put
RELIANCE,-2563,1335,81,Call
TSLA,-3876,733,33,Put
TSLA,-4765,788,56,Call
HDFCBANK,3307,1203,65,Put
HDFCBANK,-2979,338,26,Call
TSLA,-4654,0,0,Stock
HDFCBANK,1727,563,38,Put
HDFCBANK,338,1086,53,Put
RELIANCE,-4236,340,88,Put
TCS,-1513,1246,50,Call
HDFCBANK,-1915,1326,40,Call
RELIANCE,-1109,1117,35,Call
TSLA,1557,922,81,Call
RELIANCE,1150,1042,57,Put
HDFCBANK,-4974,0,0,Stock
AAPL,-4394,694,28,Put
AAPL,-185,200,19,Call
TCS,2676,954,11,Call
TSLA,3823,0,0,Stock
TSLA,-2084,0,0,Stock
TSLA,1354,0,0,Stock
RELIANCE,3057,774,87,Put
HDFCBANK,2723,800,19,Call
TCS,3119,0,0,Stock
TSLA,2375,801,51,Put
AAPL,-2758,0,0,Stock
HDFCBANK,-2401,0,0,Stock
AAPL,-281,1393,87,Put
HDFCBANK,2667,955,56,Put
HDFCBANK,980,443,38,Call
RELIANCE,3494,432,33,Put
RELIANCE,-3331,463,64,Put
AAPL,-1270,447,55,Call
TCS,-4448,0,0,Stock
TSLA,3127,946,74,Call
TCS,2545,1497,44,Put
HDFCBANK,3430,215,46,Call
RELIANCE,4803,1292,16,Put
TCS,-2767,1018,59,Put
TCS,2485,909,87,Call
AAPL,3042,0,0,Stock
TCS,-1838,988,19,Put
HDFCBANK,-4553,1418,46,Put
RELIANCE,-2717,942,17,Put
TSLA,-3616,0,0,Stock
TSLA,4073,791,50,Call
AAPL,210,1145,49,Put
HDFCBANK,-3161,361,78,Put
AAPL,-2945,1294,38,Call
